request_id,date_submitted,neighborhood,category,service_type,priority,status,response_days,source,department,satisfaction_score,month,quarter,resolution_rate
RVA-14161,2025-05-23,Shockoe Bottom,Noise & Nuisance,Abandoned Vehicle,Low,Resolved,2.14,Phone,Police,4.3,2025-05,2025Q2,1
RVA-14162,2025-09-29,Lakeside,Parks & Public Spaces,Tree Hazard,Medium,Closed,0.53,Mobile App,Code Enforcement,2.9,2025-09,2025Q3,1
RVA-14163,2024-11-08,East End,Parks & Public Spaces,Playground Repair,Medium,Closed,6.8,Phone,Public Utilities,4.2,2024-11,2024Q4,1
RVA-14164,2025-08-15,The Fan,Noise & Nuisance,Noise Complaint,Medium,Resolved,10.87,Mobile App,Police,3.6,2025-08,2025Q3,1
RVA-14165,2025-02-21,Scott's Addition,Sanitation,Illegal Dumping,Low,Closed,10.52,Mobile App,Parks & Rec,1.1,2025-02,2025Q1,1
RVA-14166,2025-11-11,Highland Park,Water & Utilities,Storm Drain Blocked,High,Closed,0.31,Mobile App,Public Works,4.8,2025-11,2025Q4,1
RVA-14167,2025-04-21,Short Pump,Public Safety,Unsafe Structure,Low,Resolved,27.32,Phone,Transportation,4.4,2025-04,2025Q2,1
RVA-14168,2024-03-13,The Fan,Noise & Nuisance,Abandoned Vehicle,High,In Progress,9.04,Walk-in,Public Utilities,4.8,2024-03,2024Q1,0
RVA-14169,2024-05-20,Scott's Addition,Public Safety,Unsafe Structure,High,Resolved,1.14,Mobile App,Police,3.9,2024-05,2024Q2,1
RVA-14170,2025-08-04,Southside,Noise & Nuisance,Noise Complaint,Medium,In Progress,4.52,Mobile App,Transportation,2.6,2025-08,2025Q3,0
RVA-14171,2024-09-18,Shockoe Bottom,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,7.51,Website,Parks & Rec,1.8,2024-09,2024Q3,1
RVA-14172,2024-12-05,Ginter Park,Noise & Nuisance,Noise Complaint,Medium,Resolved,6.67,Walk-in,Public Utilities,1.7,2024-12,2024Q4,1
RVA-14173,2024-11-03,East End,Sanitation,Overflowing Bin,High,Closed,6.87,Mobile App,Police,1.6,2024-11,2024Q4,1
RVA-14174,2024-09-01,Museum District,Road & Sidewalk,Street Light Out,High,In Progress,0.24,Phone,Transportation,1.9,2024-09,2024Q3,0
RVA-14175,2025-05-29,Bon Air,Sanitation,Illegal Dumping,High,Closed,1.74,Mobile App,Public Works,3.2,2025-05,2025Q2,1
RVA-14176,2024-12-02,Oregon Hill,Parks & Public Spaces,Graffiti Removal,Emergency,Resolved,0.59,Mobile App,Police,3.7,2024-12,2024Q4,1
RVA-14177,2025-07-28,Scott's Addition,Road & Sidewalk,Street Light Out,Medium,Resolved,11.04,Website,Public Works,2.3,2025-07,2025Q3,1
RVA-14178,2025-07-14,East End,Noise & Nuisance,Noise Complaint,Emergency,Closed,1.04,Email,Public Works,3.2,2025-07,2025Q3,1
RVA-14179,2024-03-16,Northside,Noise & Nuisance,Property Maintenance,High,Resolved,7.63,Website,Code Enforcement,2.4,2024-03,2024Q1,1
RVA-14180,2024-06-23,Manchester,Sanitation,Bulk Pickup Request,High,Resolved,1.44,Email,Parks & Rec,3.8,2024-06,2024Q2,1
RVA-14181,2024-04-18,Manchester,Sanitation,Overflowing Bin,Low,Resolved,17.76,Phone,Code Enforcement,5.0,2024-04,2024Q2,1
RVA-14182,2024-07-01,Oregon Hill,Noise & Nuisance,Noise Complaint,Emergency,Resolved,0.28,Walk-in,Public Works,3.8,2024-07,2024Q3,1
RVA-14183,2024-07-10,Scott's Addition,Noise & Nuisance,Animal Control,Medium,Resolved,2.74,Mobile App,Parks & Rec,1.2,2024-07,2024Q3,1
RVA-14184,2024-03-05,West End,Noise & Nuisance,Abandoned Vehicle,High,Resolved,0.58,Mobile App,Parks & Rec,2.9,2024-03,2024Q1,1
RVA-14185,2025-04-18,East End,Sanitation,Missed Trash Pickup,Low,Closed,17.05,Website,Parks & Rec,4.1,2025-04,2025Q2,1
RVA-14186,2024-04-09,Museum District,Parks & Public Spaces,Park Maintenance,Medium,Resolved,21.28,Phone,Public Utilities,3.2,2024-04,2024Q2,1
RVA-14187,2025-06-27,Oregon Hill,Water & Utilities,Hydrant Issue,Medium,In Progress,1.48,Mobile App,Police,4.8,2025-06,2025Q2,0
RVA-14188,2024-05-07,Oregon Hill,Noise & Nuisance,Noise Complaint,Medium,Resolved,0.29,Website,Public Works,1.2,2024-05,2024Q2,1
RVA-14189,2025-03-27,Scott's Addition,Water & Utilities,Storm Drain Blocked,Low,Resolved,16.9,Mobile App,Parks & Rec,2.2,2025-03,2025Q1,1
RVA-14190,2025-01-03,The Fan,Parks & Public Spaces,Park Maintenance,High,Resolved,1.94,Phone,Transportation,1.9,2025-01,2025Q1,1
RVA-14191,2024-02-12,Scott's Addition,Public Safety,Missing Sign,Low,Resolved,32.11,Mobile App,Public Utilities,4.1,2024-02,2024Q1,1
RVA-14192,2025-02-22,Manchester,Parks & Public Spaces,Park Maintenance,Medium,Resolved,1.45,Website,Public Utilities,3.1,2025-02,2025Q1,1
RVA-14193,2025-05-02,Northside,Noise & Nuisance,Noise Complaint,Low,Closed,0.74,Mobile App,Transportation,1.6,2025-05,2025Q2,1
RVA-14194,2024-03-18,Highland Park,Public Safety,Missing Sign,Medium,In Progress,3.39,Phone,Public Works,2.1,2024-03,2024Q1,0
RVA-14195,2024-09-26,Oregon Hill,Sanitation,Bulk Pickup Request,Medium,Closed,0.45,Mobile App,Code Enforcement,3.1,2024-09,2024Q3,1
RVA-14196,2025-11-04,Bon Air,Road & Sidewalk,Pothole Repair,Medium,Resolved,1.52,Website,Public Utilities,5.0,2025-11,2025Q4,1
RVA-14197,2025-12-01,Ginter Park,Water & Utilities,Hydrant Issue,Medium,Resolved,0.67,Website,Public Works,2.5,2025-12,2025Q4,1
RVA-14198,2025-12-28,Bon Air,Road & Sidewalk,Pothole Repair,High,Closed,0.51,Mobile App,Public Utilities,1.6,2025-12,2025Q4,1
RVA-14199,2024-11-10,Ginter Park,Sanitation,Bulk Pickup Request,Low,Closed,1.12,Mobile App,Public Works,3.0,2024-11,2024Q4,1
RVA-14200,2024-06-16,Southside,Public Safety,Unsafe Structure,Low,Resolved,30.77,Mobile App,Parks & Rec,2.2,2024-06,2024Q2,1
RVA-14201,2024-12-04,Northside,Parks & Public Spaces,Graffiti Removal,Low,Closed,3.27,Phone,Code Enforcement,3.3,2024-12,2024Q4,1
RVA-14202,2024-07-11,Carytown,Sanitation,Overflowing Bin,Emergency,Closed,0.29,Phone,Transportation,2.9,2024-07,2024Q3,1
RVA-14203,2025-03-28,West End,Noise & Nuisance,Property Maintenance,Medium,Closed,11.44,Mobile App,Public Utilities,3.8,2025-03,2025Q1,1
RVA-14204,2024-10-09,Northside,Parks & Public Spaces,Park Maintenance,Medium,Open,5.66,Website,Transportation,4.7,2024-10,2024Q4,0
RVA-14205,2024-12-01,Lakeside,Road & Sidewalk,Sidewalk Damage,Low,Closed,9.62,Walk-in,Public Utilities,1.8,2024-12,2024Q4,1
RVA-14206,2025-01-24,West End,Road & Sidewalk,Pothole Repair,Medium,Closed,6.11,Mobile App,Public Utilities,4.3,2025-01,2025Q1,1
RVA-14207,2025-06-08,Museum District,Road & Sidewalk,Pothole Repair,Low,Closed,17.65,Phone,Police,4.8,2025-06,2025Q2,1
RVA-14208,2024-08-27,Short Pump,Noise & Nuisance,Property Maintenance,Low,Closed,21.01,Phone,Police,2.5,2024-08,2024Q3,1
RVA-14209,2025-04-27,Oregon Hill,Public Safety,Unsafe Structure,Medium,Closed,5.15,Phone,Transportation,1.5,2025-04,2025Q2,1
RVA-14210,2025-10-20,West End,Road & Sidewalk,Crosswalk Faded,Medium,Resolved,11.04,Mobile App,Parks & Rec,4.3,2025-10,2025Q4,1
RVA-14211,2025-12-16,Woodland Heights,Noise & Nuisance,Property Maintenance,Low,Open,7.67,Mobile App,Public Utilities,3.8,2025-12,2025Q4,0
RVA-14212,2025-08-14,Ginter Park,Road & Sidewalk,Pothole Repair,High,Resolved,0.65,Mobile App,Code Enforcement,1.9,2025-08,2025Q3,1
RVA-14213,2025-07-08,Highland Park,Public Safety,Missing Sign,Emergency,Open,1.06,Phone,Police,2.8,2025-07,2025Q3,0
RVA-14214,2025-04-02,The Fan,Public Safety,Unsafe Structure,Medium,Resolved,3.9,Website,Public Works,3.3,2025-04,2025Q2,1
RVA-14215,2024-03-29,Bon Air,Road & Sidewalk,Sidewalk Damage,Medium,Resolved,11.83,Mobile App,Public Works,1.7,2024-03,2024Q1,1
RVA-14216,2025-10-21,Scott's Addition,Parks & Public Spaces,Tree Hazard,Emergency,Resolved,0.02,Mobile App,Public Works,3.9,2025-10,2025Q4,1
RVA-14217,2024-04-04,Fulton,Public Safety,Missing Sign,High,Closed,1.01,Mobile App,Parks & Rec,3.8,2024-04,2024Q2,1
RVA-14218,2025-03-27,Shockoe Bottom,Road & Sidewalk,Pothole Repair,Medium,Closed,14.76,Walk-in,Public Utilities,4.5,2025-03,2025Q1,1
RVA-14219,2025-03-03,Museum District,Parks & Public Spaces,Graffiti Removal,High,Resolved,0.57,Mobile App,Public Utilities,3.3,2025-03,2025Q1,1
RVA-14220,2024-05-30,Highland Park,Water & Utilities,Sewer Problem,Low,Closed,28.39,Phone,Transportation,3.3,2024-05,2024Q2,1
RVA-14221,2025-05-28,Southside,Road & Sidewalk,Sidewalk Damage,Medium,Open,15.38,Website,Police,3.5,2025-05,2025Q2,0
RVA-14222,2025-01-10,Museum District,Water & Utilities,Storm Drain Blocked,Medium,Closed,10.69,Walk-in,Public Works,2.1,2025-01,2025Q1,1
RVA-14223,2024-01-22,East End,Parks & Public Spaces,Tree Hazard,Low,Closed,8.29,Website,Parks & Rec,4.0,2024-01,2024Q1,1
RVA-14224,2024-11-08,Northside,Road & Sidewalk,Pothole Repair,Medium,Resolved,5.21,Mobile App,Transportation,3.6,2024-11,2024Q4,1
RVA-14225,2025-06-02,Scott's Addition,Public Safety,Unsafe Structure,Low,Resolved,20.37,Walk-in,Code Enforcement,4.4,2025-06,2025Q2,1
RVA-14226,2024-07-24,East End,Road & Sidewalk,Crosswalk Faded,High,Resolved,2.99,Website,Public Utilities,4.1,2024-07,2024Q3,1
RVA-14227,2025-01-09,Scott's Addition,Road & Sidewalk,Street Light Out,Medium,Closed,4.97,Website,Public Utilities,3.6,2025-01,2025Q1,1
RVA-14228,2025-03-26,West End,Public Safety,Traffic Signal Issue,Medium,Closed,20.16,Mobile App,Parks & Rec,1.6,2025-03,2025Q1,1
RVA-14229,2025-09-17,The Fan,Road & Sidewalk,Crosswalk Faded,Low,Resolved,11.57,Mobile App,Transportation,4.7,2025-09,2025Q3,1
RVA-14230,2025-08-17,Northside,Noise & Nuisance,Noise Complaint,Low,Resolved,37.08,Website,Transportation,2.5,2025-08,2025Q3,1
RVA-14231,2024-06-27,Oregon Hill,Road & Sidewalk,Pothole Repair,Medium,In Progress,0.3,Email,Police,4.9,2024-06,2024Q2,0
RVA-14232,2024-07-28,Manchester,Water & Utilities,Water Main Break,Emergency,Resolved,0.07,Website,Parks & Rec,2.6,2024-07,2024Q3,1
RVA-14233,2025-05-14,Short Pump,Public Safety,Unsafe Structure,Low,Closed,6.0,Walk-in,Transportation,1.6,2025-05,2025Q2,1
RVA-14234,2025-04-08,East End,Noise & Nuisance,Abandoned Vehicle,Medium,In Progress,2.43,Phone,Police,4.5,2025-04,2025Q2,0
RVA-14235,2024-05-03,Bon Air,Water & Utilities,Water Main Break,High,Closed,3.05,Mobile App,Transportation,4.2,2024-05,2024Q2,1
RVA-14236,2024-04-22,Ginter Park,Noise & Nuisance,Animal Control,Low,Closed,1.75,Website,Public Utilities,4.1,2024-04,2024Q2,1
RVA-14237,2024-01-12,West End,Sanitation,Illegal Dumping,High,Closed,7.47,Website,Police,1.4,2024-01,2024Q1,1
RVA-14238,2024-05-05,Museum District,Road & Sidewalk,Street Light Out,Medium,In Progress,1.89,Website,Transportation,4.5,2024-05,2024Q2,0
RVA-14239,2025-07-18,Oregon Hill,Public Safety,Traffic Signal Issue,Medium,Resolved,2.8,Email,Police,3.4,2025-07,2025Q3,1
RVA-14240,2024-11-26,The Fan,Sanitation,Overflowing Bin,Medium,Open,1.61,Phone,Police,2.9,2024-11,2024Q4,0
RVA-14241,2024-10-09,Oregon Hill,Parks & Public Spaces,Tree Hazard,Medium,Closed,4.33,Mobile App,Transportation,4.7,2024-10,2024Q4,1
RVA-14242,2024-05-19,Ginter Park,Sanitation,Bulk Pickup Request,Medium,Resolved,0.3,Email,Police,3.7,2024-05,2024Q2,1
RVA-14243,2025-02-04,Oregon Hill,Parks & Public Spaces,Tree Hazard,High,In Progress,0.32,Mobile App,Public Works,1.5,2025-02,2025Q1,0
RVA-14244,2024-04-06,Museum District,Sanitation,Missed Trash Pickup,High,Closed,2.74,Website,Public Works,3.1,2024-04,2024Q2,1
RVA-14245,2025-05-31,Scott's Addition,Sanitation,Overflowing Bin,High,Resolved,0.41,Walk-in,Transportation,3.5,2025-05,2025Q2,1
RVA-14246,2025-07-22,Scott's Addition,Water & Utilities,Sewer Problem,High,In Progress,0.54,Mobile App,Public Works,4.6,2025-07,2025Q3,0
RVA-14247,2024-03-09,The Fan,Public Safety,Missing Sign,Medium,Resolved,7.87,Walk-in,Public Works,2.1,2024-03,2024Q1,1
RVA-14248,2024-04-27,Northside,Public Safety,Unsafe Structure,Medium,In Progress,0.49,Mobile App,Parks & Rec,4.2,2024-04,2024Q2,0
RVA-14249,2024-02-28,Museum District,Public Safety,Missing Sign,Medium,Resolved,2.88,Website,Code Enforcement,4.2,2024-02,2024Q1,1
RVA-14250,2024-02-02,Northside,Water & Utilities,Sewer Problem,High,Resolved,0.05,Mobile App,Transportation,1.5,2024-02,2024Q1,1
RVA-14251,2024-11-13,Northside,Public Safety,Missing Sign,Medium,Closed,2.13,Website,Police,1.1,2024-11,2024Q4,1
RVA-14252,2024-02-19,Highland Park,Road & Sidewalk,Crosswalk Faded,Medium,Closed,6.0,Website,Parks & Rec,3.3,2024-02,2024Q1,1
RVA-14253,2025-05-03,Highland Park,Noise & Nuisance,Property Maintenance,High,Resolved,0.19,Phone,Transportation,4.2,2025-05,2025Q2,1
RVA-14254,2024-01-19,Highland Park,Road & Sidewalk,Pothole Repair,Medium,Closed,10.96,Website,Public Works,3.2,2024-01,2024Q1,1
RVA-14255,2025-12-26,Lakeside,Water & Utilities,Water Main Break,Low,Resolved,24.02,Email,Police,4.3,2025-12,2025Q4,1
RVA-14256,2024-07-15,Oregon Hill,Water & Utilities,Water Main Break,Medium,Resolved,0.55,Website,Code Enforcement,3.5,2024-07,2024Q3,1
RVA-14257,2025-03-25,Bon Air,Water & Utilities,Hydrant Issue,Medium,Closed,23.41,Email,Transportation,3.6,2025-03,2025Q1,1
RVA-14258,2025-07-12,The Fan,Public Safety,Hazardous Condition,High,Closed,0.71,Phone,Police,1.1,2025-07,2025Q3,1
RVA-14259,2025-11-09,Shockoe Bottom,Sanitation,Bulk Pickup Request,Emergency,Resolved,0.04,Phone,Public Utilities,1.4,2025-11,2025Q4,1
RVA-14260,2025-03-27,Museum District,Sanitation,Overflowing Bin,Medium,Resolved,0.03,Mobile App,Public Utilities,3.9,2025-03,2025Q1,1
RVA-14261,2024-10-15,Northside,Sanitation,Overflowing Bin,Medium,Closed,2.63,Email,Transportation,4.1,2024-10,2024Q4,1
RVA-14262,2024-05-20,The Fan,Noise & Nuisance,Animal Control,High,Resolved,1.99,Mobile App,Parks & Rec,3.2,2024-05,2024Q2,1
RVA-14263,2024-03-24,West End,Water & Utilities,Storm Drain Blocked,Low,Closed,4.04,Phone,Code Enforcement,3.4,2024-03,2024Q1,1
RVA-14264,2025-11-24,Northside,Road & Sidewalk,Sidewalk Damage,Medium,In Progress,9.06,Mobile App,Parks & Rec,3.5,2025-11,2025Q4,0
RVA-14265,2025-01-25,Museum District,Public Safety,Hazardous Condition,Emergency,Closed,0.63,Phone,Police,1.4,2025-01,2025Q1,1
RVA-14266,2025-08-13,Museum District,Parks & Public Spaces,Park Maintenance,High,Resolved,0.86,Email,Code Enforcement,3.7,2025-08,2025Q3,1
RVA-14267,2024-08-02,Short Pump,Noise & Nuisance,Abandoned Vehicle,Low,In Progress,13.25,Phone,Transportation,2.9,2024-08,2024Q3,0
RVA-14268,2025-06-09,Shockoe Bottom,Water & Utilities,Storm Drain Blocked,Low,Resolved,28.22,Email,Parks & Rec,3.4,2025-06,2025Q2,1
RVA-14269,2024-08-02,Carytown,Noise & Nuisance,Noise Complaint,High,Resolved,0.2,Phone,Police,3.3,2024-08,2024Q3,1
RVA-14270,2025-02-06,Scott's Addition,Sanitation,Bulk Pickup Request,High,Closed,0.73,Walk-in,Public Works,4.1,2025-02,2025Q1,1
RVA-14271,2024-05-07,West End,Noise & Nuisance,Property Maintenance,High,Resolved,1.24,Phone,Police,2.3,2024-05,2024Q2,1
RVA-14272,2025-04-21,Northside,Noise & Nuisance,Animal Control,Medium,Closed,3.45,Mobile App,Parks & Rec,2.5,2025-04,2025Q2,1
RVA-14273,2025-02-07,Museum District,Sanitation,Illegal Dumping,Emergency,Resolved,0.39,Phone,Transportation,2.6,2025-02,2025Q1,1
RVA-14274,2024-01-29,Northside,Public Safety,Unsafe Structure,Medium,Resolved,1.79,Phone,Transportation,4.0,2024-01,2024Q1,1
RVA-14275,2024-12-03,Northside,Road & Sidewalk,Sidewalk Damage,High,Resolved,2.2,Mobile App,Code Enforcement,2.7,2024-12,2024Q4,1
RVA-14276,2025-12-14,Manchester,Water & Utilities,Water Main Break,Medium,Resolved,5.18,Mobile App,Code Enforcement,1.7,2025-12,2025Q4,1
RVA-14277,2024-12-26,Carytown,Sanitation,Overflowing Bin,Low,Closed,8.62,Mobile App,Public Works,4.9,2024-12,2024Q4,1
RVA-14278,2025-07-22,Bon Air,Public Safety,Missing Sign,Emergency,Resolved,0.06,Mobile App,Parks & Rec,3.0,2025-07,2025Q3,1
RVA-14279,2025-01-26,Northside,Public Safety,Traffic Signal Issue,Low,Closed,6.48,Website,Transportation,1.4,2025-01,2025Q1,1
RVA-14280,2024-08-05,West End,Sanitation,Missed Trash Pickup,Medium,Closed,2.2,Phone,Transportation,3.7,2024-08,2024Q3,1
RVA-14281,2025-07-27,Museum District,Public Safety,Traffic Signal Issue,High,Closed,1.35,Website,Public Works,4.0,2025-07,2025Q3,1
RVA-14282,2025-10-30,Highland Park,Noise & Nuisance,Animal Control,Medium,In Progress,12.75,Email,Public Utilities,3.0,2025-10,2025Q4,0
RVA-14283,2024-07-20,Northside,Public Safety,Hazardous Condition,High,Open,1.31,Phone,Transportation,3.6,2024-07,2024Q3,0
RVA-14284,2024-01-17,The Fan,Water & Utilities,Water Main Break,Medium,Resolved,0.07,Phone,Police,1.7,2024-01,2024Q1,1
RVA-14285,2024-11-17,Fulton,Public Safety,Missing Sign,Medium,In Progress,2.89,Mobile App,Public Utilities,2.5,2024-11,2024Q4,0
RVA-14286,2025-06-01,Manchester,Public Safety,Unsafe Structure,Emergency,Resolved,0.86,Phone,Public Utilities,1.6,2025-06,2025Q2,1
RVA-14287,2025-07-23,Church Hill,Road & Sidewalk,Street Light Out,Low,Resolved,15.14,Website,Public Works,2.5,2025-07,2025Q3,1
RVA-14288,2024-11-20,The Fan,Noise & Nuisance,Noise Complaint,High,Resolved,1.44,Mobile App,Public Works,3.3,2024-11,2024Q4,1
RVA-14289,2025-02-15,West End,Parks & Public Spaces,Graffiti Removal,Low,Closed,2.87,Mobile App,Police,2.8,2025-02,2025Q1,1
RVA-14290,2024-11-13,West End,Water & Utilities,Sewer Problem,High,Closed,1.25,Phone,Public Works,3.4,2024-11,2024Q4,1
RVA-14291,2025-11-11,West End,Water & Utilities,Storm Drain Blocked,Low,Closed,8.29,Walk-in,Public Works,3.0,2025-11,2025Q4,1
RVA-14292,2024-03-22,Bon Air,Parks & Public Spaces,Graffiti Removal,Medium,In Progress,44.8,Website,Public Works,2.3,2024-03,2024Q1,0
RVA-14293,2025-04-18,Oregon Hill,Road & Sidewalk,Sidewalk Damage,High,Resolved,2.07,Email,Transportation,1.6,2025-04,2025Q2,1
RVA-14294,2025-04-12,Northside,Public Safety,Hazardous Condition,Medium,Resolved,5.93,Email,Public Works,2.0,2025-04,2025Q2,1
RVA-14295,2025-02-28,Southside,Water & Utilities,Storm Drain Blocked,High,In Progress,1.35,Mobile App,Public Works,1.8,2025-02,2025Q1,0
RVA-14296,2025-11-19,Bon Air,Noise & Nuisance,Property Maintenance,High,Resolved,0.88,Mobile App,Public Utilities,3.8,2025-11,2025Q4,1
RVA-14297,2024-07-22,Manchester,Parks & Public Spaces,Playground Repair,High,Resolved,3.35,Phone,Public Utilities,4.3,2024-07,2024Q3,1
RVA-14298,2025-08-05,Bon Air,Sanitation,Missed Trash Pickup,Emergency,Resolved,0.34,Phone,Police,3.9,2025-08,2025Q3,1
RVA-14299,2025-01-21,Church Hill,Road & Sidewalk,Sidewalk Damage,Medium,Closed,26.19,Phone,Code Enforcement,3.6,2025-01,2025Q1,1
RVA-14300,2024-04-07,Highland Park,Noise & Nuisance,Animal Control,Low,Closed,6.11,Mobile App,Police,2.2,2024-04,2024Q2,1
RVA-14301,2024-12-10,Southside,Noise & Nuisance,Property Maintenance,Low,Open,0.7,Mobile App,Transportation,3.8,2024-12,2024Q4,0
RVA-14302,2024-07-26,Highland Park,Water & Utilities,Storm Drain Blocked,Low,Resolved,11.48,Mobile App,Transportation,3.4,2024-07,2024Q3,1
RVA-14303,2025-05-28,The Fan,Noise & Nuisance,Property Maintenance,Low,Closed,0.48,Walk-in,Transportation,1.2,2025-05,2025Q2,1
RVA-14304,2025-09-27,The Fan,Parks & Public Spaces,Graffiti Removal,Medium,Resolved,1.44,Email,Parks & Rec,4.6,2025-09,2025Q3,1
RVA-14305,2025-08-08,The Fan,Road & Sidewalk,Street Light Out,Low,Resolved,4.37,Mobile App,Police,1.3,2025-08,2025Q3,1
RVA-14306,2024-06-14,Northside,Noise & Nuisance,Noise Complaint,Low,Resolved,13.45,Mobile App,Police,3.0,2024-06,2024Q2,1
RVA-14307,2024-01-22,Northside,Sanitation,Bulk Pickup Request,Low,Resolved,6.82,Mobile App,Public Works,3.1,2024-01,2024Q1,1
RVA-14308,2024-06-02,Bon Air,Road & Sidewalk,Pothole Repair,High,In Progress,0.06,Walk-in,Public Works,4.3,2024-06,2024Q2,0
RVA-14309,2025-03-14,Museum District,Noise & Nuisance,Property Maintenance,Medium,Closed,4.8,Email,Public Works,4.7,2025-03,2025Q1,1
RVA-14310,2024-10-21,The Fan,Parks & Public Spaces,Tree Hazard,Medium,In Progress,2.65,Mobile App,Code Enforcement,4.8,2024-10,2024Q4,0
RVA-14311,2024-08-06,Scott's Addition,Public Safety,Hazardous Condition,High,Resolved,5.1,Mobile App,Transportation,3.3,2024-08,2024Q3,1
RVA-14312,2025-10-30,The Fan,Water & Utilities,Hydrant Issue,Low,Open,6.92,Phone,Public Works,3.7,2025-10,2025Q4,0
RVA-14313,2025-05-09,Highland Park,Water & Utilities,Hydrant Issue,Emergency,Closed,0.62,Phone,Parks & Rec,1.4,2025-05,2025Q2,1
RVA-14314,2024-08-17,Highland Park,Road & Sidewalk,Sidewalk Damage,Medium,Open,1.24,Website,Public Utilities,3.0,2024-08,2024Q3,0
RVA-14315,2024-01-20,Bon Air,Parks & Public Spaces,Graffiti Removal,Low,Resolved,14.31,Phone,Parks & Rec,4.6,2024-01,2024Q1,1
RVA-14316,2025-07-06,Museum District,Road & Sidewalk,Street Light Out,High,Resolved,2.55,Email,Code Enforcement,2.8,2025-07,2025Q3,1
RVA-14317,2024-05-27,The Fan,Road & Sidewalk,Sidewalk Damage,High,Resolved,4.69,Mobile App,Public Works,1.3,2024-05,2024Q2,1
RVA-14318,2024-04-17,Scott's Addition,Public Safety,Unsafe Structure,Medium,Resolved,0.17,Website,Police,1.8,2024-04,2024Q2,1
RVA-14319,2025-02-06,Northside,Parks & Public Spaces,Playground Repair,High,Resolved,1.19,Mobile App,Public Utilities,2.7,2025-02,2025Q1,1
RVA-14320,2025-08-18,Bon Air,Sanitation,Missed Trash Pickup,Low,Closed,11.37,Phone,Transportation,2.0,2025-08,2025Q3,1
RVA-14321,2025-04-27,Carytown,Parks & Public Spaces,Playground Repair,Medium,Closed,0.5,Website,Code Enforcement,2.6,2025-04,2025Q2,1
RVA-14322,2025-01-01,Carytown,Road & Sidewalk,Street Light Out,Low,Resolved,5.29,Email,Parks & Rec,2.3,2025-01,2025Q1,1
RVA-14323,2025-02-17,West End,Noise & Nuisance,Property Maintenance,Low,Open,28.5,Website,Public Works,2.3,2025-02,2025Q1,0
RVA-14324,2024-11-04,East End,Public Safety,Missing Sign,Low,Open,5.73,Website,Code Enforcement,1.4,2024-11,2024Q4,0
RVA-14325,2024-05-13,Scott's Addition,Public Safety,Missing Sign,Emergency,Closed,2.11,Website,Code Enforcement,4.5,2024-05,2024Q2,1
RVA-14326,2025-12-19,Highland Park,Parks & Public Spaces,Playground Repair,Low,Resolved,0.59,Mobile App,Police,3.8,2025-12,2025Q4,1
RVA-14327,2024-10-09,Carytown,Sanitation,Bulk Pickup Request,Medium,Closed,6.33,Website,Transportation,3.5,2024-10,2024Q4,1
RVA-14328,2024-03-13,Bon Air,Public Safety,Missing Sign,Medium,Closed,4.35,Website,Police,3.4,2024-03,2024Q1,1
RVA-14329,2025-04-25,Shockoe Bottom,Water & Utilities,Hydrant Issue,High,Closed,1.39,Phone,Police,2.6,2025-04,2025Q2,1
RVA-14330,2024-12-17,The Fan,Public Safety,Hazardous Condition,Emergency,Closed,1.77,Phone,Transportation,4.3,2024-12,2024Q4,1
RVA-14331,2025-07-13,Manchester,Parks & Public Spaces,Graffiti Removal,High,Closed,0.28,Website,Parks & Rec,4.7,2025-07,2025Q3,1
RVA-14332,2024-11-21,Shockoe Bottom,Road & Sidewalk,Crosswalk Faded,Emergency,Resolved,1.13,Walk-in,Police,1.0,2024-11,2024Q4,1
RVA-14333,2025-03-18,Short Pump,Water & Utilities,Water Main Break,High,Resolved,2.35,Mobile App,Transportation,1.3,2025-03,2025Q1,1
RVA-14334,2024-04-09,West End,Public Safety,Traffic Signal Issue,Emergency,Resolved,0.15,Walk-in,Code Enforcement,3.7,2024-04,2024Q2,1
RVA-14335,2024-02-28,Museum District,Noise & Nuisance,Animal Control,High,Resolved,4.64,Walk-in,Code Enforcement,1.9,2024-02,2024Q1,1
RVA-14336,2025-05-22,East End,Water & Utilities,Storm Drain Blocked,Low,Resolved,5.61,Mobile App,Transportation,4.6,2025-05,2025Q2,1
RVA-14337,2024-09-14,Oregon Hill,Noise & Nuisance,Animal Control,Medium,In Progress,8.42,Website,Code Enforcement,3.7,2024-09,2024Q3,0
RVA-14338,2025-02-16,The Fan,Parks & Public Spaces,Tree Hazard,Medium,Closed,2.46,Mobile App,Public Utilities,2.5,2025-02,2025Q1,1
RVA-14339,2025-03-27,Bon Air,Public Safety,Unsafe Structure,Medium,Resolved,9.52,Mobile App,Public Utilities,2.7,2025-03,2025Q1,1
RVA-14340,2024-03-05,Ginter Park,Sanitation,Overflowing Bin,Medium,Resolved,5.06,Phone,Transportation,3.8,2024-03,2024Q1,1
RVA-14341,2025-08-17,The Fan,Water & Utilities,Water Main Break,Medium,Resolved,0.76,Email,Transportation,1.6,2025-08,2025Q3,1
RVA-14342,2024-06-02,Museum District,Water & Utilities,Hydrant Issue,Emergency,Resolved,0.52,Mobile App,Parks & Rec,4.5,2024-06,2024Q2,1
RVA-14343,2024-09-22,Southside,Sanitation,Illegal Dumping,Low,Resolved,2.12,Walk-in,Transportation,1.0,2024-09,2024Q3,1
